gene_name	exontotal
ZSCAN18	4698
CD300LG	3519
TSPAN9	4342
CXCR2	2936
WWTR1	5358
SESN3	9817
AFTPH	4113
ZADH2	5493
KBTBD8	4678
ZC3H8	1595
COMMD7	1902
CENPO	4236
GPT2	4197
NT5C1B	2968
THSD1	3342
SP6	4023
BEST4	2087
LYSMD2	1871
KIAA1919	3914
SVEP1	12295
PCNA	1435
ASCC2	2803
ATP11A	8825
UTP23	3688
NDNL2	1667
TMEM199	1443
GKN2	794
ZNF778	3601
PDZK1IP1	890
PI3	551
NPY1R	2955
MTRF1L	3871
LRRD1	2656
MIR6721	602
MIR6722	77
MIR6720	97
MIR6719	86
MIR6718	79
MIR6511B1	168
VWA8	7369
FIGNL2	4692
TAF11	1557
TAF13	573
SLC36A4	6276
GYLTL1B	2514
ABCB8	4718
MIR134	72
MIR4315-2	216
DDX11L1	1649
AGBL1-AS1	900
RBCK1	2750
LOC101929584	1002
CRAMP1L	7653
SPAG8	2323
RORA	11519
MYZAP	2385
CYGB	2162
NCKAP1L	3913
ADRBK1	3423
CERS6	6840
SBNO1	10950
SIK3	6449
KCNJ16	4497
PPIAL4E	1568
EQTN	1028
REG3A	1140
GRID2	5323
FIBIN	3004
ZC3H4	6101
MIR373	68
LINC00299	1991
C12orf36	3199
GPR89A	2017
LINC00547	3309
DACT1	4399
LOC100499484-C9ORF174	6912
LINC00864	1192
LINC01370	835
LOC101926987	1202
SLC9A9-AS1	514
ADAT1	3592
PRKCQ-AS1	2250
MIR106B	81
LINC00997	4638
FOXN3-AS1	1075
DLGAP1-AS5	3217
FGF14-IT1	2126
SBF2-AS1	2705
TRY2P	2052
DPY19L2P3	1675
VPS9D1-AS1	1749
TMEM198B	3497
MIR376C	65
MIR363	74
MIR130B	81
MIR34C	76
HSF1	2139
HES1	1457
HOXA11	2651
TLX1	2127
GDPD2	2422
OSGEPL1	2307
C10orf54	4766
NECAB1	5127
UGT1A7	2328
REV1	4711
GAGE2B	504
GAGE2D	1668
SLC17A2	2554
DIO3OS	3453
DLEU2L	1656
LEFTY1	1622
FGF6	741
CACNA1I	9965
PLCL2	4343
OGDHL	3739
ALS2CL	5585
ADH6	2997
KCNJ18	2195
GAMT	2237
GALT	1394
GALK1	1353
ABCE1	4176
DARS	3141
NCF2	2478
RYR1	15285
PTGFR	5427
C12orf75	1360
ENTHD1	2703
KLK11	1512
ALPK1	5396
PPIL3	1264
PKIB	2397
RNF186	1249
PMEL	2190
ING1	4217
IFNGR2	2214
IFI27	813
IFI16	2890
DHRS4L2	2018
PLAG1	7333
CALML3	1379
ATE1-AS1	949
LOC102723544	500
LOC101930452	4384
SLITRK5	4444
LTN1	7726
TRPM1	6772
TOR2A	2705
LUZP2	5285
CPPED1	6139
ISCA2	1084
TAS2R10	923
TAS2R7	1095
TAS2R13	1636
TAS2R8	929
FOXI2	3176
CHP1	3221
PLEKHG2	7588
CPSF3L	2610
EPB41L4B	7857
TMEM132A	3509
SMDT1	1568
MFI2	4794
RASL10B	3190
CAPN8	2084
FABP6	860
DEPDC4	1149
NXPE1	1919
SPIC	967
ERP27	1529
TEX261	3361
ATP6V1C2	3226
FAM45A	2173
PPEF1	2853
FBXL22	1517
ACSL3	4344
ADTRP	1851
SARS2	2119
PEX13	4511
IMMT	2986
METAP2	3493
RAB32	1200
LOC100270746	940
MAGED2	2442
OLFML2A	6743
C1QTNF6	2933
ITGAL	5178
EPHA4	6330
LINC00466	1781
MACROD2-AS1	1780
TRIM3	3390
BMP2K	4339
PLCD1	3185
NOXO1	1631
CCDC175	2590
MTF2	4214
SLC35G3	1873
FGB	3620
KDM2A	7690
SUN2	4300
AMD1	3608
MAGEC2	1991
GALNT12	2725
YBEY	1780
TMEM235	2485
GRK1	2091
GOT1	2118
GOT2	2452
NKX2-5	1959
NCAN	6391
RAD21	3736
HSPA1B	12596
HSPA1A	12140
ZNF256	2207
ZNF7	3809
ZNF131	2394
ZNF45	3893
KYNU	1997
FEN1	2292
RAMP3	1344
CDR2	2697
ROBO2	8995
LRP10	3243
RPEL1	2129
MEF2BNB-MEF2B	2229
SF3B1	4421
MBD2	5603
MLANA	1519
WDHD1	6006
CAB39L	4305
RNASE4	1992
AP2M1	1928
SCARNA9L	347
KCTD9	3389
TRMT10C	1843
WRAP73	1687
KIDINS220	7331
RIMKLB	5823
HEG1	9139
AJUBA	5189
ESYT2	5935
PCDHA3	5337
ANKRD53	2113
LOC642846	3477
MIR384	87
MIR346	94
MIR324	82
MIR345	97
MIR331	93
MIR148B	98
MIR135B	96
MIR323A	85
MIR337	92
MIR328	74
MIR330	93
MIR340	94
MIR383	72
MIR382	75
MIR381	74
MIR380	60
MIR377	68
MIR376A1	67
XPA	1693
NAP1L6	2043
SLC5A11	2488
POTEJ	3262
KLHDC8B	1979
RNF216	5833
SLC37A3	3335
ZIM3	2622
PATZ1	4811
FADS6	2281
ZFP2	2400
ARPC1A	1597
CRISP3	2238
LINC00380	394
MIS18A	1566
MIR105-1	80
MIR103A1	77
LINC00858	2679
LINC00883	4009
MIR1253	104
AP5B1	6593
LRSAM1	3579
PSD3	11811
ZNF785	3262
WFDC12	771
LRRC19	3603
TMEM161A	1815
CHCHD3	1582
TNKS2	6247
ZNF394	2142
DSEL	9279
EARS2	4896
ACTA2	1841
RASGRP3	5272
NAPB	5285
GPATCH3	2122
SLC22A3	3230
MANBAL	1311
WDR5	3169
BTG4	1007
ZC3H7B	5905
MED29	3563
MARC1	2236
SAV1	3136
POU2F2	7307
NCAM1	8501
DEFA9P	283
FAM90A7P	3682
LINC00582	595
LOC100130452	502
LOC80154	10274
MIR542	96
MIR661	88
RAPH1	10484
NONO	3205
EPT1	8119
GNAS	5623
LINC00518	3015
LINC00478	3792
MOB1A	1323
MIR4287	77
MIR4290	94
MIR4289	69
LOC100133091	2683
GPC5-AS1	586
MIR767	108
LOC286114	1639
LOC389765	1755
MIR421	84
MIR668	65
UNC5B-AS1	645
MIR549A	95
KRT16P3	1948
MIR656	77
KRT16P2	1570
MIR655	96
ST13P4	1597
SNORD83B	92
SNORD83A	94
RNU86	54
MUC6	7970
LRP2BP	5150
TMEM144	3305
ADCY1	12909
DDX43	2679
TMEM156	1852
C10orf88	3081
RRP7A	5448
TMEM184C	2963
NRXN2	7376
SV2C	2349
LRRC59	2908
PBK	2142
TMCO6	1877
TLE2	2897
EN2	3393
LOC100507634	2047
LOC643623	2959
ITGB2-AS1	2390
NKX3-1	3328
GSE1	7569
PSME4	7052
RPL34-AS1	3769
A2M-AS1	2184
LINC00189	987
CES1	1998
SCN1B	1973
CA11	1644
SDCBP	2176
CCL8	1247
SEC22A	3409
S100A12	463
RTN2	2277
DLL1	3299
RPS14	781
RNASE6	1059
RHEB	2067
MT1F	438
MYO3B	6328
COL25A1	6311
OR5P2	968
KIR3DL3	1683
LUZP1	8482
LRRC15	5937
SNAP25	2163
DYX1C1	2360
MSI2	3044
KDM4B	5580
GBP3	3029
ECHDC2	1580
PRR34	1834
C7orf43	2503
TMEM143	2241
ROM1	1875
RLBP1	1743
RHAG	1918
RB1	4745
LOC100288966	1815
IL1R2	1689
SOX5	4972
PDE4DIP	13503
LINC00442	2134
ELFN1-AS1	1142
DGAT2	2446
TOMM7	776
FAM231A	1018
LCMT1	1359
UGT2B7	1881
UGT1A6	2624
TYMS	1576
TUBG1	1940
BYSL	1983
CPSF2	5056
SLC35E3	2342
KPNA2	1969
KPNA4	8964
TNPO1	8682
PSPN	469
KPNB1	4430
SERPINB9	4143
NINJ1	1277
MYO9B	7583
ZNF205-AS1	1216
LINC00152	947
PDCD4-AS1	2014
LINC00583	381
TFE3	3440
GAGE2E	2051
ZFAND4	4181
TCTN3	2725
ABCC3	5305
ZNF532	6453
CHRM1	2821
DLGAP5	3064
BATF	937
HMGN4	1966
LMO2	2411
ZNHIT1	1184
ECM1	2221
PPIH	790
SLC30A9	3243
GALR3	1155
WNT8B	1990
WNT5A	6239
KCNJ2	5384
CRIPT	6361
TIAL1	3930
THRA	3485
CD1B	1390
IDUA	2204
RCVRN	1172
ALOX15B	2701
LINC01089	1514
NAA25	5795
CDCA3	1164
TMEM27	1574
PLVAP	2270
ENO4	2851
SLC14A2	4433
PHACTR1	2866
ZNF385D	1804
TAS2R19	899
IL11RA	1810
PPP1R3F	3426
CCDC102A	2420
UCN2	1483
TIGD7	3428
ASS1	1832
HINT3	3374
CRYGS	839
MYH2	6110
GNGT1	625
C19orf60	875
BRI3	1112
NUP210L	5842
MDFIC	5513
MTRNR2L4	1230
MTRNR2L3	1382
MTRNR2L2	1035
CA6	1454
ARHGEF7	8756
RPS4Y2	881
DNAJB2	3116
BTBD19	1564
CXorf65	876
CADPS2	6058
SLC27A4	3183
C4orf26	2058
KCNE4	3175
SPECC1	6846
ERICH6B	2406
TMEM17	1921
CDCA5	2570
PRSS33	1688
EHD4	2887
MAP3K10	3426
LCN2	815
CSTF2T	4109
MTUS2	7181
OR3A1	947
OPHN1	7506
DNPEP	2423
EIF1AY	1397
VCY	1094
COPS4	1738
METTL22	1559
FKBP1AP1	1641
HESX1	1169
GID8	4422
TMCO3	3073
DDX27	2674
ZMAT5	1026
CUX2	6822
HOXA5	1655
RBM27	6519
TWF2	1616
MGLL	4800
NIPSNAP3A	1627
TBC1D21	1238
RTFDC1	1735
FXR2	2970
LINC00626	952
PRAC2	654
HSPA7	2492
CSMD1	14247
PMCHL1	569
ENC1	5724
CSN1S2AP	764
TK1	1588
GPR25	1223
TFF1	489
TFAP4	2133
GTF3A	1395
GZMK	1040
HIST1H4I	369
CAMK4	2230
SMARCD3	1904
SCN9A	9733
HSD17B6	1613
FCER1A	1159
CTGF	2338
APEH	2736
TSPAN15	1691
TBX3	4775
ERGIC2	1763
ABHD17C	2357
IMPDH2	1677
UBXN4	4001
PDP2	7028
CC2D2A	6373
WDR35	6916
BUB3	2756
MKLN1	11397
LYZL6	1052
ATP5B	1833
DUSP4	7335
EEF1A1	3504
LETMD1	2164
GEMIN7	1656
PARP11	4669
JMJD4	2589
RSPH6A	2478
HOXA3	3471
SNORA80B	135
P2RY1	3107
NDUFA7	581
LMAN2	1824
PTPRO	7610
FOXO1	5735
CYB561	3383
FKBP4	3731
ARHGEF7-AS1	416
LOC101060553	4069
RGS12	7005
FTSJ1	2183
LPCAT4	1894
TRPC1	4157
FLNA	8462
TPD52L1	1621
CSRNP1	3183
VMP1	2162
NUP85	2292
AGTR1	2566
EMILIN2	4001
KREMEN1	7469
ACTL6B	1517
MYOZ2	2591
ZFYVE1	4544
TMEM8A	3643
ATXN2	4677
EFNA3	1777
SERPINB4	1711
SCAI	12191
LOC100288637	5871
RGPD5	22672
DEFB128	280
DEFB116	307
HEMGN	2448
KRTAP4-6	1054
LOC283352	541
LINC00871	1185
LOC101927378	4268
LOC101927356	2646
UTP11L	2042
POLR3G	3277
RASGRF2	8129
CCDC106	1986
CLEC1A	1773
SCLY	2515
ZNF319	4218
ZHX2	4355
TBC1D9B	5143
C19orf66	2116
MECR	2656
NLGN2	4639
LRRC7	6220
ZNF880	2258
NMRK1	1440
GAREM	7031
TTC5	1855
C8orf46	3459
SELM	686
FGF5	5689
CGB7	877
MAP3K9	11616
PIGU	1820
LRRC43	2076
CNPY4	1461
KRT32	1998
RPL36A-HNRNPH2	2654
GPR161	9085
JPX	1665
MIR600HG	5983
FLJ30679	1979
FGF22	510
TSSK1B	2477
EIF2A	3865
CFHR2	1031
GET4	2079
MKRN3	2712
NBAS	7248
OCEL1	1085
SDS	1596
CCDC91	2323
OGFRL1	1733
ISOC1	1935
WBP2	1936
TMEM248	4231
C1QTNF2	2394
SRGAP1	8453
ZNF281	5050
FAHD2A	1290
IPO13	4007
TAPBPL	1811
CELSR1	11354
PARP14	7691
MIP	2604
MOV10	4476
XKR9	3395
MRPS9	1447
ZNF713	2061
CHMP2A	1030
ZCCHC2	5529
TPH2	2349
C12orf42	3339
ZNF229	5473
RASSF5	4159
LINC00395	411
LOC101929412	2127
LOC101928418	1140
LINC00342	3125
LOC100506603	1840
XXYLT1-AS1	427
LOC440416	3466
PRAMEF19	4240
PCDHGB2	4613
PCDHGB1	4610
VPS13C	16975
LCN6	704
TEPP	1613
CCDC43	2133
RAB3D	4268
BAG2	2049
PHKG1	2215
LY86	874
MED17	3485
SPINT4	377
G3BP1	2823
USP54	6141
UCMA	818
APOBEC3F	5023
CCDC11	1816
FBXO27	2316
PLCE1-AS1	1404
GJA9-MYCBP	5265
NIFK-AS1	2773
LOC100506730	2489
LOC100288570	1704
LOC100506844	696
AP3S2	6046
ATP5L2	798
C4BPA	2231
BDKRB1	1298
CHEK2	2084
C7orf34	766
POTEH	2026
SMAD3	6611
NOL8	5211
LOC100506499	799
MIR137HG	2464
MAGEA8-AS1	591
LINC01146	827
DGKD	6367
CORO2A	5746
PARG	4235
PEX3	2760
CAPN10	2632
PRPF4	2910
SQLE	2978
RRBP1	3766
USP6	7941
KPNA3	4457
IFI6	855
DR1	3205
GMEB1	2684
LRG1	1778
RPL39L	700
PLA2G4A	2910
CLNK	1658
RGPD4-AS1	1579
FOLR2	1126
NBPF9	11883
RSPO4	2704
PCP4L1	1421
MARCH11	1524
HAPLN1	4673
CRHBP	1831
ANKRD62	4719
PAXIP1	3691
SKP1P2	1881
MIR133B	118
MIR326	94
ULK4P3	2282
PPT2-EGFL8	20028
PIR-FIGF	2567
APELA	2600
LINC00892	686
MIR4328	55
MIR429	82
MIR18B	70
DCLK2	4380
SLFNL1-AS1	4796
LOC100505776	3096
NEGR1-IT1	531
PCAT18	2596
EGFLAM-AS4	1570
LOC284080	2530
LOC286370	2716
FGF13-AS1	830
LINC00615	1401
LOC100506585	4296
LOC100507564	1178
BSN-AS2	2600
LOC401324	3626
LOC100507387	960
LOC100506136	1572
KCNQ1OT1	91670
TRPC2	1206
MIR339	93
LOC100506076	1654
LINC01160	1537
LINC00959	2663
PPFIA1	5633
LOC100129148	457
SLC52A2	2350
ATG9B	4969
MIR29B2	80
LPAL2	2491
ZNF410	2910
MPV17L	2305
ARX	2869
C8orf31	1869
NSMCE2	1204
USP4	4926
ACTG2	1322
F13B	2205
SLC22A13	2550
ZNF783	4449
FABP1	559
TMOD1	3415
COL15A1	5380
HMGN3	1578
MAP4K2	2923
BRINP1	3188
IBTK	5746
ADNP2	5383
NAGK	1791
EBP	1152
SS18L1	4537
HIST1H2BM	445
HIST1H2BL	452
HIST1H2BN	448
HIST1H2BG	444
HEXA-AS1	2675
GOSR2	5795
SERPINI2	1759
PNLIPRP1	1467
FANCG	2617
PLOD1	3012
SLCO2A1	4209
SRSF4	2524
SETDB1	4637
BRAP	4014
LZTR1	4294
TUSC3	3873
PTPRM	5567
STARD8	5117
RUVBL2	1473
HPSE	4707
DCUN1D4	4689
EFCAB2	4651
C15orf61	1295
ZFP69	2153
KCNT2	5966
MAPKAPK5	2277
NME8	2293
CARD18	657
PROKR1	1180
DERL2	1117
FAM20A	4611
STAB2	8161
LRIT3	3580
ITIH6	4955
FAM127B	1258
PRR22	1389
FCGR2B	2153
BTG1	4678
KLF5	3744
SDR39U1	1393
CCDC179	796
EIF3D	1934
GDF11	4257
CTDSPL	4447
ARHGDIA	2178
UQCC1	2438
DERL3	3284
DET1	2439
SPOCK2	6242
CCDC64B	1802
ARNTL	2845
TMEM194A	5608
SYNPR	2980
UNC93A	2103
AIF1L	3530
OSBP	5069
RPL24	556
RPL23A	965
COL6A1	4190
ZNF25	3730
YPEL4	1717
NLRP11	4029
ADAM32	2702
SETMAR	3148
ADAMTS8	3654
SRGAP3	8969
AP5M1	3087
LDLRAD1	2370
PTHLH	2633
SKAP2	3957
IL13	1278
IL12B	2339
AGPAT2	1542
RAMP2	782
TM4SF4	1602
TSPAN7	1798
IPO7	6167
ACAP1	2486
GTF2H3	3404
ABAT	5912
SLC2A5	2843
TNK1	2909
KIR2DL4	3143
BSPH1	648
CDC20B	2972
HBS1L	9313
DENND1A	5340
GUCA2A	572
CRIPAK	4442
HNRNPA3	5797
XXYLT1	2717
ODF2L	6451
SUSD3	1320
CTNNAL1	2575
TMEM181	5380
NSDHL	1621
TRPV1	4932
FFAR3	1670
THRAP3	4419
CUBN	11866
PGPEP1	7079
AADACL2-AS1	768
LOC101928243	1121
LOC101927495	2341
LOC101926913	582
ACBD7	3366
ZNF142	6222
PRR23A	2306
CRY2	4355
KANSL3	5520
NPC1L1	5027
CIRH1A	2237
DHRSX	5124
DIRC2	3328
FIZ1	2657
ALG10	3124
PRR30	2060
ADAMTS15	5668
LOC731157	473
LOC101927354	757
TMEM161B-AS1	1382
ADAMTSL1	7967
PYDC1	526
ARHGEF39	3754
FAM222A	3137
ZNF587	6934
ATOH8	5860
TMEM87B	5193
GTF3C5	2429
ITPKB-IT1	1345
EED	2406
CRADD	1185
MYO1D	5160
FAM53C	4706
HAPLN2	1764
UCK2	4913
TXN2	1332
KIF12	1987
KTI12	1695
COPRS	933
ADAP2	2738
TCP11L1	2998
PSG7	2032
U2AF1L4	1263
RSPH1	1420
GPR115	3152
RBBP8NL	2819
ABHD11	1661
CHRFAM7A	2848
HARBI1	1519
OR10A5	953
CACNB1	4096
MYH13	5951
COMMD6	2030
RXFP4	1145
VCY1B	1086
IFNL1	851
TRIM7	4821
LOC100506548	3879
CNGB1	6304
KRT8P41	1827
LOC100129034	5711
GORAB	3525
MTHFD2	2276
FAM223B	1418
IGFALS	2267
AGAP2-AS1	1529
NHS-AS1	380
LOC101927421	602
ZNF75D	6765
SH3KBP1	5052
NOTUM	2206
SUPT3H	4496
CHST9	2253
NFKBIZ	4183
ANO3	5909
DRD5	2375
ITGB3	4879
STARD3	2832
ETNK2	2602
PHTF1	3226
TOMM70A	4369
FEV	1876
MRGPRX2	2033
SLC35G5	1200
LGI2	6331
TAF9B	2682
SOHLH2	3387
DUSP23	682
TRPC5OS	3008
CAMSAP1	7614
KHK	2541
SLC9A5	3719
CSTA	824
DLX3	2599
DEFB1	461
DDOST	2115
DCC	10181
DNASE1	3089
DLX5	1421
DIAPH1	5762
PRKACG	1590
POMC	1291
TNNI3	834
TIMP3	5481
THBD	4031
TH	1896
TMEM178B	10553
GLA	1411
MGAT2	2710
RBL1	5792
LTBP2	8518
PAFAH1B1	5603
MAT1A	3395
CD70	910
CD40	1607
ENTPD5	2032
ANGPT1	4329
RCN2	2259
SHCBP1	3219
UPB1	2057
MRPS26	1035
NDEL1	2423
EBLN2	1661
SAMD4B	4474
EDEM1	6141
AGXT	1587
PPP1R8	2845
VPS26A	2692
RYR2	16260
PPBP	1304
LANCL1	4645
OPN3	2628
ARHGAP15	1745
MBTPS2	4514
ZDHHC15	6513
ACVRL1	4394
ACAT1	2122
ZNF407	9028
ZSCAN16-AS1	2183
WARS	2956
TGFB1	2576
SEMA4A	3437
SLC24A2	10830
BTN2A2	3958
DAPP1	2928
GHITM	2440
C17orf70	3840
VCX	964
STX6	5064
CNOT6L	8853
COA4	814
RASL12	2573
LIMS3	6238
LINC01192	1512
LOC100129427	1771
FAM166B	1124
ARL4A	3425
CLGN	2806
LCTL	2967
B3GNT6	2542
ZNF474	1955
CMPK2	4143
DNAJC13	7491
NEUROG1	1667
RMND1	1991
DSG3	5535
KLHL41	2458
PTPRF	7699
STRA8	984
C2orf50	1052
TMSB4X	626
PFDN5	681
NTNG2	3083
HPR	1237
DCAF4L2	3325
THEM4	5165
GOT1L1	1368
GRPEL2	4101
TMEM263	3365
TRAM1L1	2026
OR12D3	7795
SLCO5A1	4001
ADAMTS10	4338
C17orf85	8171
SLC39A8	6009
SMCO2	1263
HNRNPLL	3022
TMEM194B	3628
PMPCB	3906
OR5V1	4375
COL21A1	4143
ASCL5	1419
CMTM8	1166
RNF113B	1376
LIM2	979
UBE2NL	1184
PCDHGB7	4962
ZCCHC24	4927
TAPT1	4574
IKBIP	4095
RSAD2	3506
PSTK	1699
C9orf142	805
PHF21A	7323
TOPBP1	5318
ANKIB1	6061
SC5D	7151
LECT1	1439
RP2	3824
HBD	771
CNTNAP5	5350
XPNPEP3	9277
NT5E	4059
GNPDA1	2290
ADAMTS12	4930
RALY	4763
MAP1S	3269
APOC1P1	1013
SHB	6015
RNASE3	714
ZFP36L1	5002
GNAT2	1357
GLUD1	3463
MTL5	5093
LHFPL1	1761
FMNL3	11166
CLSPN	8459
CNTNAP1	5430
SERPING1	1975
TTC27	2898
SLC1A4	4769
TF	2774
TCHP	3296
IL6ST	9083
LOC349160	1534
AVPR2	2834
MIR1468	85
MIR1296	91
MIR320C1	87
MIR320B1	78
MIR1264	68
LOC100507412	2938
MIR936	97
MIR650	95
MIR622	95
HCG26	7074
ADAM3A	2746
C15orf37	2083
MIR183	109
MIR182	109
MIR181B1	109
SCGB2B3P	179
LOC729739	489
MIR194-2	84
FLJ39080	2119
MIR4500HG	1669
MIR9-2	86
TTC3P1	2541
LOC100630918	1419
GS1-600G8.3	2232
MICAL1	3923
MIR140	99
MIR135A2	99
LOC100130954	2632
MIR133A2	101
LINC00301	844
CCDC66	3118
AP3S1	1283
POGK	3846
FDFT1	4591
HAUS5	4290
GTPBP1	5035
CDH3	4260
CRP	2013
PARK2	4061
KCNAB3	2444
TNFRSF11A	4583
TNFRSF10D	3529
UBA52	2806
FAP	2760
DGAT1	3704
CCT5	3392
CER1	1203
NEUROG3	1253
SBDSP1	1791
ECI1	1044
FAM57B	1914
INTS2	6137
KRT12	1984
EI24	2444
ANP32C	704
B4GALT7	1721
HAGH	1600
RAPGEF1	6283
CBL	11215
C14orf2	916
MISP	2846
CYP2S1	2612
DICER1	10681
IQCJ	2623
FAM198A	3428
TRIM17	2628
DCBLD2	6077
SKOR2	3082
LOC728637	1428
TSHB	561
SERPINH1	2314
CDK9	2465
ETV5	4089
EML5	7128
SLC35B2	2356
LMTK2	8931
CSDC2	2526
PAK2	6124
LINC00371	1095
SRA1	2128
LOC100133445	961
CDK4	1994
CD40LG	1828
CORO7-PAM16	3627
TAX1BP3	1379
NAA60	2881
LOC101929624	2239
EIF4EBP3	688
SSNA1	938
DPYD	5592
AMMECR1L	4767
CREBBP	10165
IL9	586
IL3	919
C7	3995
PPIG	2692
BTN1A1	2844
GUCY2D	3603
ZNF134	2245
LINGO2	3403
MAGEA8	2359
ZNF672	2932
GGNBP2	2831
IREB2	6345
DDX28	2593
FBXL8	1596
SPIRE2	3229
ECE2	4340
C1orf52	3386
NR1D1	2767
PLAT	3159
AFG3L1P	3889
FBXO17	2435
NXT2	2960
DHTKD1	5200
C6orf118	1830
NSMCE1	1054
NETO1	8159
TBX19	2814
SMIM12	6369
VASN	2804
ERO1L	3294
FOXK2	5253
FGF12	6426
PTTG1IP	2820
LAMB2	5776
C15orf39	4424
CYP4Z1	1895
CLEC4F	2467
LRRC31	2537
LRRC47	2641
GATAD2B	7465
ARID4B	6370
CIB4	738
CCNF	4270
ECH1	1253
CELSR2	10506
MPP3	2815
ADAM20	2790
LINC01138	2047
CTAGE11P	2628
MIR550B1	96
MIR642B	76
MIR374C	69
MIR3945	97
MIR3944	107
MIR3935	103
MIR3943	99
MIR3942	108
MIR3941	102
KTN1-AS1	1509
LOC100128239	2296
GUSBP3	3090
MAL	1133
ABCG8	2652
C3orf70	5899
ZNF277	2675
LINC00307	421
PITRM1-AS1	4072
LOC100129027	3583
LINC00933	2770
BBOX1	1877
EMC6	860
TNNC2	675
WBP5	1086
NGDN	1764
PHLDA1	5911
JAG2	5809
CBWD6	1704
RSPH10B2	6170
GLIPR1L2	3492
MTRNR2L5	1737
WDR91	4604
RP1L1	7973
RNF166	2704
C1orf64	919
MTPN	3880
DIP2B	8677
EFCAB12	2145
IGSF22	4311
ABCA1	10452
ZMYND10	1761
FBXO2	1709
FBXO10	4564
CCDC88A	9889
TMEM59L	1611
C5	5423
NKX2-3	2094
SLC25A48	1194
GCSAML	4418
HFE2	2211
ZNF563	2769
EFCC1	2683
SEC16A	9325
CDK5RAP1	2116
SOX7	3276
NLN	8648
THAP2	4837
MFRP	3910
B3GNT5	4121
SLC25A2	1416
PCDH10	5839
DOCK6	6352
PAK1	3463
EBNA1BP2	1633
KRTAP10-8	875
KRTAP10-2	1070
KRTAP10-11	1235
KRTAP10-1	1010
KRTAP10-9	1255
NPEPL1	2359
URGCP-MRPS24	831
KIAA0040	4813
SETD9	1915
TBP	1896
CDHR1	7305
IL1B	1491
IL1A	2921
CD55	2903
ALDH8A1	2551
CDADC1	3391
C4orf33	1937
KLF17	3124
CCDC185	2097
CYP1A1	2601
PHF2	5327
TXNL1	1420
TOR1B	2764
CCDC71	1810
CIC	5453
AKAP13	13567
CD2BP2	3641
PIAS3	2888
PYY	1045
PRKAR2A	2370
ORC1	3152
MYCBP2	14942
RRP1B	5071
ABT1	2260
IFT46	1862
PCBD1	1407
PAH	2668
ZNF812	2005
GTF2A1L	1693
TGFBR3L	1250
HLA-DRB1	6518
C1orf127	2748
SPAM1	3011
FLJ13224	1629
CCDC6	5817
VASH2	4690
NUP188	5651
ASB17	1104
SOCS4	7009
SLC22A9	2298
FAM184A	4142
EFTUD1	3665
WBSCR17	3507
PBRM1	7544
UBE2W	9078
BRF2	1996
TBC1D23	3867
HABP2	3135
ANKRD13D	2261
TGFBR3	6782
GLO1	2040
BMP5	2163
MIR3591	72
MIR4753	82
MIR4744	81
MIR4752	71
MIR4743	68
MIR4751	73
MIR4742	84
MIR4750	55
MIR4741	89
MIR4749	60
MIR4740	62
MIR4748	81
MIR4739	73
MIR4747	53
MIR4738	86
MIR4746	70
LOC101927583	2440
CST4	733
SMIM7	1368
TMEM109	2384
IRS2	6996
TNKS	9572
CYTIP	2202
LRP6	10060
GRIN3A	7762
GJB7	2277
ATMIN	4862
TPPP	6018
HSPBAP1	1946
AADACL3	4045
PPAN-P2RY11	3256
ERCC3	2735
ZNF606	4218
NUP210	7168
BTBD18	3045
OR56A5	941
SAP130	4152
TRIM60	2012
C9orf153	1965
C18orf8	2206
LCE1C	693
MIR3198-1	79
MIR3197	72
MIR548X	29
MIR3156-3	76
MIR3194	72
MIR3192	76
MIR320E	52
MIR3189	72
MIR3188	84
MIR3187	69
MIR3156-2	76
MIR3186	84
MIR3185	67
MIR3184	74
MIR3183	83
MIR3182	62
ACBD3	3557
METTL17	1773
ZBTB24	5716
UGT2B17	4135
EMC4	1042
PIDD1	2992
CDKN2B-AS1	4187
HIST1H4A	371
OR1G1	941
OR1E2	971
OR1E1	944
FAM193B	4599
NPTX1	5432
GRN	2292
IFIT3	2835
ID4	3873
SNORD50B	70
HNRNPA1P10	1346
SNORD49B	47
IRX3	2304
COA1	3241
DYDC1	756
EMG1	1063
POM121L4P	2166
BEST3	5375
PNKD	3733
NKIRAS1	1990
WDR77	2398
DEPDC7	2149
PLA2G12B	1088
HIATL1	3286
ANKRD50	8792
CFL2	3509
AKAP7	3451
DENND4B	5660
TMEM35	2068
TEX9	1769
LOC284578	2362
ZBTB43	5969
FBRSL1	4530
MEF2B	1442
CLDN24	662
WDPCP	3291
OSTN	399
NTRK1	2838
NWD2	7470
ZNF814	6280
C17orf104	4672
NQO1	2623
ODF3	1277
RIC8A	3773
PDE1B	3765
SELENBP1	1950
TIMP4	1628
IL15	2801
DUS2	2308
MAGEB5	1214
FAT2	14513
LOC102659288	1375
XRRA1	5006
SLC37A4	2763
STAMBP	6781
HTR3C	1690
MADCAM1	1532
CHST14	2197
ZNF398	5783
C9	2681
C5AR1	2339
C1S	2798
CABP1	1952
AKAP6	10373
SNAP29	4256
VAMP3	2200
PTGDR2	2908
EXOC5	8493
FAM160A1	4562
LTBR	2484
MCMBP	4479
TRANK1	10461
AGBL5	3399
FA2H	2420
CCDC28B	871
MORN1	1627
RABEP2	2267
PRR15	1676
FAM181B	1860
ODF3L1	1189
EXOC8	5096
CD6	3277
HOTAIRM1	1041
ZNF625	1691
