cellType	gene	date	cellNumber	variable	value
CRL2097	MYC	121002	30	nucRNA	18
CRL2097	MYC	121002	30	cytoRNA	25
CRL2097	MYC	121002	30	totalGAPDH	1829
CRL2097	MYC	121002	30	nucGAPDH	113
CRL2097	MYC	121002	30	cytoGAPDH	1716
CRL2097	MYC	121002	30	nucArea	259.156250
CRL2097	MYC	121002	30	numTxnSites	3
CRL2097	MYC	121002	30	avgIntron	908.347768
CRL2097	MYC	121002	30	avgExon	819.297975
CRL2097	MYC	121002	30	numRnaPerTxnSiteAvgExon	1.144740
CRL2097	GAS6	130222	1	volume	2881.803575
CRL2097	GAS6	130222	1	area	3475.984375
CRL2097	GAS6	130222	1	numCyclin	287
CRL2097	GAS6	130222	1	cellCycleStage	G2
CRL2097	GAS6	130222	1	totalRNA	2887
CRL2097	GAS6	130222	1	nucRNA	134
CRL2097	GAS6	130222	1	cytoRNA	2753
CRL2097	GAS6	130222	1	totalGAPDH	2887
CRL2097	GAS6	130222	1	nucGAPDH	134
CRL2097	GAS6	130222	1	cytoGAPDH	2753
CRL2097	GAS6	130222	1	nucArea	226.250000
CRL2097	GAS6	130222	1	numTxnSites	2
CRL2097	GAS6	130222	1	avgIntron	910.310810
CRL2097	GAS6	130222	1	avgExon	546.973611
CRL2097	GAS6	130222	1	numRnaPerTxnSiteAvgExon	0.548410
CRL2097	GAS6	130222	2	volume	2872.119201
CRL2097	GAS6	130222	2	area	3574.781250
CRL2097	GAS6	130222	2	numCyclin	224
CRL2097	GAS6	130222	2	cellCycleStage	G2
CRL2097	GAS6	130222	2	totalRNA	3092
CRL2097	GAS6	130222	2	nucRNA	154
CRL2097	GAS6	130222	2	cytoRNA	2938
CRL2097	GAS6	130222	2	totalGAPDH	3092
CRL2097	GAS6	130222	2	nucGAPDH	154
CRL2097	GAS6	130222	2	cytoGAPDH	2938
CRL2097	GAS6	130222	2	nucArea	366.015625
CRL2097	GAS6	130222	2	numTxnSites	6
CRL2097	GAS6	130222	2	avgIntron	758.464557
CRL2097	GAS6	130222	2	avgExon	743.779167
CRL2097	GAS6	130222	2	numRnaPerTxnSiteAvgExon	0.830779
CRL2097	GAS6	130222	3	volume	2062.740495
CRL2097	GAS6	130222	3	area	4058.890625
CRL2097	GAS6	130222	3	numCyclin	218
CRL2097	GAS6	130222	3	cellCycleStage	G2
CRL2097	GAS6	130222	3	totalRNA	3187
CRL2097	GAS6	130222	3	nucRNA	147
CRL2097	GAS6	130222	3	cytoRNA	3040
CRL2097	GAS6	130222	3	totalGAPDH	3187
CRL2097	GAS6	130222	3	nucGAPDH	147
CRL2097	GAS6	130222	3	cytoGAPDH	3040
CRL2097	GAS6	130222	3	nucArea	314.250000
CRL2097	GAS6	130222	3	numTxnSites	3
CRL2097	GAS6	130222	3	avgIntron	948.976564
CRL2097	GAS6	130222	3	avgExon	907.266723
CRL2097	GAS6	130222	3	numRnaPerTxnSiteAvgExon	0.998712
CRL2097	GAS6	130222	4	volume	1972.501028
CRL2097	GAS6	130222	4	area	2894.140625
CRL2097	GAS6	130222	4	numCyclin	7
CRL2097	GAS6	130222	4	cellCycleStage	G1
CRL2097	GAS6	130222	4	totalRNA	2249
CRL2097	GAS6	130222	4	nucRNA	88
CRL2097	GAS6	130222	4	cytoRNA	2161
CRL2097	GAS6	130222	4	totalGAPDH	2249
CRL2097	GAS6	130222	4	nucGAPDH	88
CRL2097	GAS6	130222	4	cytoGAPDH	2161
CRL2097	GAS6	130222	4	nucArea	205.140625
CRL2097	GAS6	130222	4	numTxnSites	6
CRL2097	GAS6	130222	4	avgIntron	769.002950
CRL2097	GAS6	130222	4	avgExon	666.826924
CRL2097	GAS6	130222	4	numRnaPerTxnSiteAvgExon	0.671332
CRL2097	GAS6	130222	5	volume	7526.966972
CRL2097	GAS6	130222	5	area	7251.109375
CRL2097	GAS6	130222	5	numCyclin	10
CRL2097	GAS6	130222	5	cellCycleStage	G1
CRL2097	GAS6	130222	5	totalRNA	10541
CRL2097	GAS6	130222	5	nucRNA	381
CRL2097	GAS6	130222	5	cytoRNA	10160
CRL2097	GAS6	130222	5	totalGAPDH	10541
CRL2097	GAS6	130222	5	nucGAPDH	381
CRL2097	GAS6	130222	5	cytoGAPDH	10160
CRL2097	GAS6	130222	5	nucArea	466.312500
CRL2097	GAS6	130222	5	numTxnSites	15
CRL2097	GAS6	130222	5	avgIntron	790.071796
CRL2097	GAS6	130222	5	avgExon	553.004953
CRL2097	GAS6	130222	5	numRnaPerTxnSiteAvgExon	0.605471
CRL2097	GAS6	130222	6	volume	3329.662340
CRL2097	GAS6	130222	6	area	2466.781250
CRL2097	GAS6	130222	6	numCyclin	309
CRL2097	GAS6	130222	6	cellCycleStage	G2
CRL2097	GAS6	130222	6	totalRNA	3428
CRL2097	GAS6	130222	6	nucRNA	213
CRL2097	GAS6	130222	6	cytoRNA	3215
CRL2097	GAS6	130222	6	totalGAPDH	3428
CRL2097	GAS6	130222	6	nucGAPDH	213
CRL2097	GAS6	130222	6	cytoGAPDH	3215
CRL2097	GAS6	130222	6	nucArea	287.640625
CRL2097	GAS6	130222	6	numTxnSites	4
CRL2097	GAS6	130222	6	avgIntron	952.072031
CRL2097	GAS6	130222	6	avgExon	306.051206
CRL2097	GAS6	130222	6	numRnaPerTxnSiteAvgExon	0.339888
CRL2097	GAS6	130222	7	volume	3756.367131
CRL2097	GAS6	130222	7	area	3592.609375
CRL2097	GAS6	130222	7	numCyclin	237
CRL2097	GAS6	130222	7	cellCycleStage	G2
CRL2097	GAS6	130222	7	totalRNA	4257
CRL2097	GAS6	130222	7	nucRNA	161
CRL2097	GAS6	130222	7	cytoRNA	4096
CRL2097	GAS6	130222	7	totalGAPDH	4257
CRL2097	GAS6	130222	7	nucGAPDH	161
CRL2097	GAS6	130222	7	cytoGAPDH	4096
CRL2097	GAS6	130222	7	nucArea	311.015625
CRL2097	GAS6	130222	7	numTxnSites	3
CRL2097	GAS6	130222	7	avgIntron	839.161882
CRL2097	GAS6	130222	7	avgExon	782.739681
CRL2097	GAS6	130222	7	numRnaPerTxnSiteAvgExon	0.921486
CRL2097	GAS6	130222	8	volume	1869.460032
CRL2097	GAS6	130222	8	area	2813.546875
CRL2097	GAS6	130222	8	numCyclin	24
CRL2097	GAS6	130222	8	cellCycleStage	G1
CRL2097	GAS6	130222	8	totalRNA	3130
CRL2097	GAS6	130222	8	nucRNA	145
CRL2097	GAS6	130222	8	cytoRNA	2985
CRL2097	GAS6	130222	8	totalGAPDH	3130
CRL2097	GAS6	130222	8	nucGAPDH	145
CRL2097	GAS6	130222	8	cytoGAPDH	2985
CRL2097	GAS6	130222	8	nucArea	208.031250
CRL2097	GAS6	130222	8	numTxnSites	8
CRL2097	GAS6	130222	8	avgIntron	870.867220
CRL2097	GAS6	130222	8	avgExon	680.167510
CRL2097	GAS6	130222	8	numRnaPerTxnSiteAvgExon	0.693163
CRL2097	GAS6	130222	9	volume	1366.661896
CRL2097	GAS6	130222	9	area	1974.578125
CRL2097	GAS6	130222	9	numCyclin	104
CRL2097	GAS6	130222	9	cellCycleStage	G2
CRL2097	GAS6	130222	9	totalRNA	2280
CRL2097	GAS6	130222	9	nucRNA	140
CRL2097	GAS6	130222	9	cytoRNA	2140
CRL2097	GAS6	130222	9	totalGAPDH	2280
CRL2097	GAS6	130222	9	nucGAPDH	140
CRL2097	GAS6	130222	9	cytoGAPDH	2140
CRL2097	GAS6	130222	9	nucArea	207.875000
CRL2097	GAS6	130222	9	numTxnSites	4
CRL2097	GAS6	130222	9	avgIntron	835.068660
CRL2097	GAS6	130222	9	avgExon	590.033927
CRL2097	GAS6	130222	9	numRnaPerTxnSiteAvgExon	0.647919
CRL2097	GAS6	130222	10	volume	2063.676951
CRL2097	GAS6	130222	10	area	3242.796875
CRL2097	GAS6	130222	10	numCyclin	257
CRL2097	GAS6	130222	10	cellCycleStage	G2
CRL2097	GAS6	130222	10	totalRNA	2727
CRL2097	GAS6	130222	10	nucRNA	148
CRL2097	GAS6	130222	10	cytoRNA	2579
CRL2097	GAS6	130222	10	totalGAPDH	2727
CRL2097	GAS6	130222	10	nucGAPDH	148
CRL2097	GAS6	130222	10	cytoGAPDH	2579
CRL2097	GAS6	130222	10	nucArea	337.125000
CRL2097	GAS6	130222	10	numTxnSites	4
CRL2097	GAS6	130222	10	avgIntron	716.296924
CRL2097	GAS6	130222	10	avgExon	630.790908
CRL2097	GAS6	130222	10	numRnaPerTxnSiteAvgExon	0.702642
CRL2097	GAS6	130222	11	volume	1694.218321
CRL2097	GAS6	130222	11	area	2080.890625
CRL2097	GAS6	130222	11	numCyclin	298
CRL2097	GAS6	130222	11	cellCycleStage	G2
CRL2097	GAS6	130222	11	totalRNA	2324
CRL2097	GAS6	130222	11	nucRNA	86
CRL2097	GAS6	130222	11	cytoRNA	2238
CRL2097	GAS6	130222	11	totalGAPDH	2324
CRL2097	GAS6	130222	11	nucGAPDH	86
CRL2097	GAS6	130222	11	cytoGAPDH	2238
CRL2097	GAS6	130222	11	nucArea	280.890625
CRL2097	GAS6	130222	11	numTxnSites	0
CRL2097	GAS6	130222	11	avgIntron	NaN
CRL2097	GAS6	130222	11	avgExon	NaN
CRL2097	GAS6	130222	11	numRnaPerTxnSiteAvgExon	NaN
CRL2097	GAS6	130222	12	volume	1436.050123
CRL2097	GAS6	130222	12	area	2352.968750
CRL2097	GAS6	130222	12	numCyclin	34
CRL2097	GAS6	130222	12	cellCycleStage	G1
CRL2097	GAS6	130222	12	totalRNA	2241
CRL2097	GAS6	130222	12	nucRNA	100
CRL2097	GAS6	130222	12	cytoRNA	2141
CRL2097	GAS6	130222	12	totalGAPDH	2241
CRL2097	GAS6	130222	12	nucGAPDH	100
CRL2097	GAS6	130222	12	cytoGAPDH	2141
CRL2097	GAS6	130222	12	nucArea	200.171875
CRL2097	GAS6	130222	12	numTxnSites	4
CRL2097	GAS6	130222	12	avgIntron	1259.404645
CRL2097	GAS6	130222	12	avgExon	614.452224
CRL2097	GAS6	130222	12	numRnaPerTxnSiteAvgExon	0.624790
CRL2097	GAS6	130222	13	volume	2514.078879
CRL2097	GAS6	130222	13	area	3507.500000
CRL2097	GAS6	130222	13	numCyclin	115
CRL2097	GAS6	130222	13	cellCycleStage	G2
CRL2097	GAS6	130222	13	totalRNA	3442
CRL2097	GAS6	130222	13	nucRNA	100
CRL2097	GAS6	130222	13	cytoRNA	3342
CRL2097	GAS6	130222	13	totalGAPDH	3442
CRL2097	GAS6	130222	13	nucGAPDH	100
CRL2097	GAS6	130222	13	cytoGAPDH	3342
CRL2097	GAS6	130222	13	nucArea	287.312500
CRL2097	GAS6	130222	13	numTxnSites	0
CRL2097	GAS6	130222	13	avgIntron	NaN
CRL2097	GAS6	130222	13	avgExon	NaN
CRL2097	GAS6	130222	13	numRnaPerTxnSiteAvgExon	NaN
CRL2097	GAS6	130222	14	volume	1192.865464
CRL2097	GAS6	130222	14	area	1787.718750
CRL2097	GAS6	130222	14	numCyclin	6
CRL2097	GAS6	130222	14	cellCycleStage	G1
CRL2097	GAS6	130222	14	totalRNA	1576
CRL2097	GAS6	130222	14	nucRNA	89
CRL2097	GAS6	130222	14	cytoRNA	1487
CRL2097	GAS6	130222	14	totalGAPDH	1576
CRL2097	GAS6	130222	14	nucGAPDH	89
CRL2097	GAS6	130222	14	cytoGAPDH	1487
CRL2097	GAS6	130222	14	nucArea	155.046875
CRL2097	GAS6	130222	14	numTxnSites	1
CRL2097	GAS6	130222	14	avgIntron	1147.168432
CRL2097	GAS6	130222	14	avgExon	965.570215
CRL2097	GAS6	130222	14	numRnaPerTxnSiteAvgExon	0.952367
CRL2097	GAS6	130222	15	volume	1143.871232
CRL2097	GAS6	130222	15	area	1136.765625
CRL2097	GAS6	130222	15	numCyclin	66
CRL2097	GAS6	130222	15	cellCycleStage	G1
CRL2097	GAS6	130222	15	totalRNA	1832
CRL2097	GAS6	130222	15	nucRNA	91
CRL2097	GAS6	130222	15	cytoRNA	1741
CRL2097	GAS6	130222	15	totalGAPDH	1832
CRL2097	GAS6	130222	15	nucGAPDH	91
CRL2097	GAS6	130222	15	cytoGAPDH	1741
CRL2097	GAS6	130222	15	nucArea	171.390625
CRL2097	GAS6	130222	15	numTxnSites	1
CRL2097	GAS6	130222	15	avgIntron	1002.668939
CRL2097	GAS6	130222	15	avgExon	568.434553
CRL2097	GAS6	130222	15	numRnaPerTxnSiteAvgExon	0.608014
CRL2097	GAS6	130222	16	volume	2804.126503
CRL2097	GAS6	130222	16	area	2932.875000
CRL2097	GAS6	130222	16	numCyclin	106
CRL2097	GAS6	130222	16	cellCycleStage	G2
CRL2097	GAS6	130222	16	totalRNA	3213
CRL2097	GAS6	130222	16	nucRNA	119
CRL2097	GAS6	130222	16	cytoRNA	3094
CRL2097	GAS6	130222	16	totalGAPDH	3213
CRL2097	GAS6	130222	16	nucGAPDH	119
CRL2097	GAS6	130222	16	cytoGAPDH	3094
CRL2097	GAS6	130222	16	nucArea	248.781250
CRL2097	GAS6	130222	16	numTxnSites	3
CRL2097	GAS6	130222	16	avgIntron	1086.254752
CRL2097	GAS6	130222	16	avgExon	469.681464
CRL2097	GAS6	130222	16	numRnaPerTxnSiteAvgExon	0.571936
CRL2097	GAS6	130222	17	volume	2229.927755
CRL2097	GAS6	130222	17	area	3538.109375
CRL2097	GAS6	130222	17	numCyclin	97
CRL2097	GAS6	130222	17	cellCycleStage	G1
CRL2097	GAS6	130222	17	totalRNA	2590
CRL2097	GAS6	130222	17	nucRNA	108
CRL2097	GAS6	130222	17	cytoRNA	2482
CRL2097	GAS6	130222	17	totalGAPDH	2590
CRL2097	GAS6	130222	17	nucGAPDH	108
CRL2097	GAS6	130222	17	cytoGAPDH	2482
CRL2097	GAS6	130222	17	nucArea	237.796875
CRL2097	GAS6	130222	17	numTxnSites	1
CRL2097	GAS6	130222	17	avgIntron	528.271398
CRL2097	GAS6	130222	17	avgExon	370.004871
CRL2097	GAS6	130222	17	numRnaPerTxnSiteAvgExon	0.384099
CRL2097	GAS6	130222	18	volume	4508.248468
CRL2097	GAS6	130222	18	area	3946.562500
CRL2097	GAS6	130222	18	numCyclin	143
CRL2097	GAS6	130222	18	cellCycleStage	G2
CRL2097	GAS6	130222	18	totalRNA	3393
CRL2097	GAS6	130222	18	nucRNA	133
CRL2097	GAS6	130222	18	cytoRNA	3260
CRL2097	GAS6	130222	18	totalGAPDH	3393
CRL2097	GAS6	130222	18	nucGAPDH	133
CRL2097	GAS6	130222	18	cytoGAPDH	3260
CRL2097	GAS6	130222	18	nucArea	257.718750
CRL2097	GAS6	130222	18	numTxnSites	2
CRL2097	GAS6	130222	18	avgIntron	570.646386
CRL2097	GAS6	130222	18	avgExon	584.834724
CRL2097	GAS6	130222	18	numRnaPerTxnSiteAvgExon	0.733334
CRL2097	GAS6	130222	19	volume	4483.874702
CRL2097	GAS6	130222	19	area	3869.562500
CRL2097	GAS6	130222	19	numCyclin	105
CRL2097	GAS6	130222	19	cellCycleStage	G2
CRL2097	GAS6	130222	19	totalRNA	4473
CRL2097	GAS6	130222	19	nucRNA	153
CRL2097	GAS6	130222	19	cytoRNA	4320
CRL2097	GAS6	130222	19	totalGAPDH	4473
CRL2097	GAS6	130222	19	nucGAPDH	153
CRL2097	GAS6	130222	19	cytoGAPDH	4320
CRL2097	GAS6	130222	19	nucArea	267.750000
CRL2097	GAS6	130222	19	numTxnSites	2
CRL2097	GAS6	130222	19	avgIntron	705.143818
CRL2097	GAS6	130222	19	avgExon	724.014390
CRL2097	GAS6	130222	19	numRnaPerTxnSiteAvgExon	0.796222
CRL2097	GAS6	130222	20	volume	2069.780429
CRL2097	GAS6	130222	20	area	3377.593750
CRL2097	GAS6	130222	20	numCyclin	98
CRL2097	GAS6	130222	20	cellCycleStage	G1
CRL2097	GAS6	130222	20	totalRNA	2477
CRL2097	GAS6	130222	20	nucRNA	103
CRL2097	GAS6	130222	20	cytoRNA	2374
CRL2097	GAS6	130222	20	totalGAPDH	2477
CRL2097	GAS6	130222	20	nucGAPDH	103
CRL2097	GAS6	130222	20	cytoGAPDH	2374
CRL2097	GAS6	130222	20	nucArea	230.437500
CRL2097	GAS6	130222	20	numTxnSites	2
CRL2097	GAS6	130222	20	avgIntron	1024.427205
CRL2097	GAS6	130222	20	avgExon	581.690747
CRL2097	GAS6	130222	20	numRnaPerTxnSiteAvgExon	0.576905
CRL2097	GAS6	130222	21	volume	3134.921896
CRL2097	GAS6	130222	21	area	3973.500000
CRL2097	GAS6	130222	21	numCyclin	7
CRL2097	GAS6	130222	21	cellCycleStage	G1
CRL2097	GAS6	130222	21	totalRNA	2877
CRL2097	GAS6	130222	21	nucRNA	166
CRL2097	GAS6	130222	21	cytoRNA	2711
CRL2097	GAS6	130222	21	totalGAPDH	2877
CRL2097	GAS6	130222	21	nucGAPDH	166
CRL2097	GAS6	130222	21	cytoGAPDH	2711
CRL2097	GAS6	130222	21	nucArea	270.359375
CRL2097	GAS6	130222	21	numTxnSites	0
CRL2097	GAS6	130222	21	avgIntron	NaN
CRL2097	GAS6	130222	21	avgExon	NaN
CRL2097	GAS6	130222	21	numRnaPerTxnSiteAvgExon	NaN
CRL2097	GAS6	130222	22	volume	3634.416856
CRL2097	GAS6	130222	22	area	4106.312500
CRL2097	GAS6	130222	22	numCyclin	4
CRL2097	GAS6	130222	22	cellCycleStage	G1
CRL2097	GAS6	130222	22	totalRNA	3500
CRL2097	GAS6	130222	22	nucRNA	150
CRL2097	GAS6	130222	22	cytoRNA	3350
CRL2097	GAS6	130222	22	totalGAPDH	3500
CRL2097	GAS6	130222	22	nucGAPDH	150
CRL2097	GAS6	130222	22	cytoGAPDH	3350
CRL2097	GAS6	130222	22	nucArea	254.328125
CRL2097	GAS6	130222	22	numTxnSites	3
CRL2097	GAS6	130222	22	avgIntron	661.309474
CRL2097	GAS6	130222	22	avgExon	399.170638
CRL2097	GAS6	130222	22	numRnaPerTxnSiteAvgExon	0.477612
CRL2097	GAS6	130222	23	volume	2034.432316
CRL2097	GAS6	130222	23	area	3739.359375
CRL2097	GAS6	130222	23	numCyclin	97
CRL2097	GAS6	130222	23	cellCycleStage	G1
CRL2097	GAS6	130222	23	totalRNA	2571
CRL2097	GAS6	130222	23	nucRNA	85
CRL2097	GAS6	130222	23	cytoRNA	2486
CRL2097	GAS6	130222	23	totalGAPDH	2571
CRL2097	GAS6	130222	23	nucGAPDH	85
CRL2097	GAS6	130222	23	cytoGAPDH	2486
CRL2097	GAS6	130222	23	nucArea	254.484375
CRL2097	GAS6	130222	23	numTxnSites	2
CRL2097	GAS6	130222	23	avgIntron	750.446977
CRL2097	GAS6	130222	23	avgExon	603.885954
CRL2097	GAS6	130222	23	numRnaPerTxnSiteAvgExon	0.645487
CRL2097	GAS6	130222	24	volume	3120.024205
CRL2097	GAS6	130222	24	area	3091.843750
CRL2097	GAS6	130222	24	numCyclin	116
CRL2097	GAS6	130222	24	cellCycleStage	G2
CRL2097	GAS6	130222	24	totalRNA	3073
CRL2097	GAS6	130222	24	nucRNA	87
CRL2097	GAS6	130222	24	cytoRNA	2986
CRL2097	GAS6	130222	24	totalGAPDH	3073
CRL2097	GAS6	130222	24	nucGAPDH	87
CRL2097	GAS6	130222	24	cytoGAPDH	2986
CRL2097	GAS6	130222	24	nucArea	270.453125
CRL2097	GAS6	130222	24	numTxnSites	6
CRL2097	GAS6	130222	24	avgIntron	772.056554
CRL2097	GAS6	130222	24	avgExon	609.564133
CRL2097	GAS6	130222	24	numRnaPerTxnSiteAvgExon	0.753282
CRL2097	GAS6	130222	25	volume	1192.131450
CRL2097	GAS6	130222	25	area	1857.609375
CRL2097	GAS6	130222	25	numCyclin	117
CRL2097	GAS6	130222	25	cellCycleStage	G2
CRL2097	GAS6	130222	25	totalRNA	2077
CRL2097	GAS6	130222	25	nucRNA	84
CRL2097	GAS6	130222	25	cytoRNA	1993
CRL2097	GAS6	130222	25	totalGAPDH	2077
CRL2097	GAS6	130222	25	nucGAPDH	84
CRL2097	GAS6	130222	25	cytoGAPDH	1993
CRL2097	GAS6	130222	25	nucArea	196.031250
CRL2097	GAS6	130222	25	numTxnSites	4
CRL2097	GAS6	130222	25	avgIntron	832.422986
CRL2097	GAS6	130222	25	avgExon	502.231801
CRL2097	GAS6	130222	25	numRnaPerTxnSiteAvgExon	0.488432
CRL2097	GAS6	130222	26	volume	2096.254033
CRL2097	GAS6	130222	26	area	2502.781250
CRL2097	GAS6	130222	26	numCyclin	171
CRL2097	GAS6	130222	26	cellCycleStage	G2
CRL2097	GAS6	130222	26	totalRNA	2478
CRL2097	GAS6	130222	26	nucRNA	121
CRL2097	GAS6	130222	26	cytoRNA	2357
CRL2097	GAS6	130222	26	totalGAPDH	2478
CRL2097	GAS6	130222	26	nucGAPDH	121
CRL2097	GAS6	130222	26	cytoGAPDH	2357
CRL2097	GAS6	130222	26	nucArea	273.546875
CRL2097	GAS6	130222	26	numTxnSites	2
CRL2097	GAS6	130222	26	avgIntron	987.029751
CRL2097	GAS6	130222	26	avgExon	711.786565
CRL2097	GAS6	130222	26	numRnaPerTxnSiteAvgExon	0.787302
CRL2097	GAS6	130222	27	volume	2378.988628
CRL2097	GAS6	130222	27	area	2996.703125
CRL2097	GAS6	130222	27	numCyclin	83
CRL2097	GAS6	130222	27	cellCycleStage	G1
CRL2097	GAS6	130222	27	totalRNA	2461
CRL2097	GAS6	130222	27	nucRNA	88
CRL2097	GAS6	130222	27	cytoRNA	2373
CRL2097	GAS6	130222	27	totalGAPDH	2461
CRL2097	GAS6	130222	27	nucGAPDH	88
CRL2097	GAS6	130222	27	cytoGAPDH	2373
CRL2097	GAS6	130222	27	nucArea	247.921875
CRL2097	GAS6	130222	27	numTxnSites	3
CRL2097	GAS6	130222	27	avgIntron	909.873737
CRL2097	GAS6	130222	27	avgExon	941.438796
CRL2097	GAS6	130222	27	numRnaPerTxnSiteAvgExon	1.067710
CRL2097	GAS6	130222	28	volume	3993.899297
CRL2097	GAS6	130222	28	area	4405.359375
CRL2097	GAS6	130222	28	numCyclin	142
CRL2097	GAS6	130222	28	cellCycleStage	G2
CRL2097	GAS6	130222	28	totalRNA	4370
CRL2097	GAS6	130222	28	nucRNA	103
CRL2097	GAS6	130222	28	cytoRNA	4267
CRL2097	GAS6	130222	28	totalGAPDH	4370
CRL2097	GAS6	130222	28	nucGAPDH	103
CRL2097	GAS6	130222	28	cytoGAPDH	4267
CRL2097	GAS6	130222	28	nucArea	336.250000
CRL2097	GAS6	130222	28	numTxnSites	4
CRL2097	GAS6	130222	28	avgIntron	1464.039952
CRL2097	GAS6	130222	28	avgExon	500.781631
CRL2097	GAS6	130222	28	numRnaPerTxnSiteAvgExon	0.582631
CRL2097	GAS6	130222	29	volume	3920.226455
CRL2097	GAS6	130222	29	area	3994.218750
CRL2097	GAS6	130222	29	numCyclin	226
CRL2097	GAS6	130222	29	cellCycleStage	G2
CRL2097	GAS6	130222	29	totalRNA	3936
CRL2097	GAS6	130222	29	nucRNA	125
CRL2097	GAS6	130222	29	cytoRNA	3811
CRL2097	GAS6	130222	29	totalGAPDH	3936
CRL2097	GAS6	130222	29	nucGAPDH	125
CRL2097	GAS6	130222	29	cytoGAPDH	3811
CRL2097	GAS6	130222	29	nucArea	328.546875
CRL2097	GAS6	130222	29	numTxnSites	3
CRL2097	GAS6	130222	29	avgIntron	760.841152
CRL2097	GAS6	130222	29	avgExon	628.360795
CRL2097	GAS6	130222	29	numRnaPerTxnSiteAvgExon	0.711497
CRL2097	GAS6	130222	30	volume	3354.543237
CRL2097	GAS6	130222	30	area	4651.406250
CRL2097	GAS6	130222	30	numCyclin	95
CRL2097	GAS6	130222	30	cellCycleStage	G1
CRL2097	GAS6	130222	30	totalRNA	3234
CRL2097	GAS6	130222	30	nucRNA	100
CRL2097	GAS6	130222	30	cytoRNA	3134
CRL2097	GAS6	130222	30	totalGAPDH	3234
CRL2097	GAS6	130222	30	nucGAPDH	100
CRL2097	GAS6	130222	30	cytoGAPDH	3134
CRL2097	GAS6	130222	30	nucArea	337.343750
CRL2097	GAS6	130222	30	numTxnSites	2
CRL2097	GAS6	130222	30	avgIntron	824.825846
CRL2097	GAS6	130222	30	avgExon	398.618564
CRL2097	GAS6	130222	30	numRnaPerTxnSiteAvgExon	0.426104
CRL2097	GAS6	130222	31	volume	4559.825284
CRL2097	GAS6	130222	31	area	4474.187500
CRL2097	GAS6	130222	31	numCyclin	4
CRL2097	GAS6	130222	31	cellCycleStage	G1
CRL2097	GAS6	130222	31	totalRNA	3271
CRL2097	GAS6	130222	31	nucRNA	117
CRL2097	GAS6	130222	31	cytoRNA	3154
CRL2097	GAS6	130222	31	totalGAPDH	3271
CRL2097	GAS6	130222	31	nucGAPDH	117
CRL2097	GAS6	130222	31	cytoGAPDH	3154
CRL2097	GAS6	130222	31	nucArea	263.437500
CRL2097	GAS6	130222	31	numTxnSites	5
CRL2097	GAS6	130222	31	avgIntron	841.414988
CRL2097	GAS6	130222	31	avgExon	535.302979
CRL2097	GAS6	130222	31	numRnaPerTxnSiteAvgExon	0.681806
CRL2097	GAS6	130222	32	volume	1726.554298
CRL2097	GAS6	130222	32	area	1093.687500
CRL2097	GAS6	130222	32	numCyclin	116
CRL2097	GAS6	130222	32	cellCycleStage	G2
CRL2097	GAS6	130222	32	totalRNA	1989
CRL2097	GAS6	130222	32	nucRNA	179
CRL2097	GAS6	130222	32	cytoRNA	1810
CRL2097	GAS6	130222	32	totalGAPDH	1989
CRL2097	GAS6	130222	32	nucGAPDH	179
CRL2097	GAS6	130222	32	cytoGAPDH	1810
CRL2097	GAS6	130222	32	nucArea	177.609375
CRL2097	GAS6	130222	32	numTxnSites	2
CRL2097	GAS6	130222	32	avgIntron	654.866292
CRL2097	GAS6	130222	32	avgExon	486.919807
CRL2097	GAS6	130222	32	numRnaPerTxnSiteAvgExon	0.575856
CRL2097	GAS6	130222	33	volume	3520.146637
CRL2097	GAS6	130222	33	area	5115.984375
CRL2097	GAS6	130222	33	numCyclin	26
CRL2097	GAS6	130222	33	cellCycleStage	G1
CRL2097	GAS6	130222	33	totalRNA	4469
CRL2097	GAS6	130222	33	nucRNA	118
CRL2097	GAS6	130222	33	cytoRNA	4351
CRL2097	GAS6	130222	33	totalGAPDH	4469
CRL2097	GAS6	130222	33	nucGAPDH	118
CRL2097	GAS6	130222	33	cytoGAPDH	4351
CRL2097	GAS6	130222	33	nucArea	289.796875
CRL2097	GAS6	130222	33	numTxnSites	4
CRL2097	GAS6	130222	33	avgIntron	659.010838
CRL2097	GAS6	130222	33	avgExon	1219.237981
CRL2097	GAS6	130222	33	numRnaPerTxnSiteAvgExon	1.330317
CRL2097	GAS6	130222	34	volume	3361.228971
CRL2097	GAS6	130222	34	area	5187.328125
CRL2097	GAS6	130222	34	numCyclin	11
CRL2097	GAS6	130222	34	cellCycleStage	G1
CRL2097	GAS6	130222	34	totalRNA	3533
CRL2097	GAS6	130222	34	nucRNA	166
CRL2097	GAS6	130222	34	cytoRNA	3367
CRL2097	GAS6	130222	34	totalGAPDH	3533
CRL2097	GAS6	130222	34	nucGAPDH	166
CRL2097	GAS6	130222	34	cytoGAPDH	3367
CRL2097	GAS6	130222	34	nucArea	283.906250
CRL2097	GAS6	130222	34	numTxnSites	6
CRL2097	GAS6	130222	34	avgIntron	871.322196
CRL2097	GAS6	130222	34	avgExon	680.981905
CRL2097	GAS6	130222	34	numRnaPerTxnSiteAvgExon	0.752375
CRL2097	GAS6	130222	35	volume	1751.585713
CRL2097	GAS6	130222	35	area	2747.296875
CRL2097	GAS6	130222	35	numCyclin	126
CRL2097	GAS6	130222	35	cellCycleStage	G2
CRL2097	GAS6	130222	35	totalRNA	2272
CRL2097	GAS6	130222	35	nucRNA	115
